"service_id","date","exception_type"
"GO201_1628","20160530","1"
"GO201_1628","20160604","1"
"GO201_1628","20160605","1"
"GO201_1628","20160611","1"
"GO201_1628","20160612","1"
"GO201_1628","20160618","1"
"GO201_1628","20160619","1"
"GO201_1628","20160625","1"
"GO201_1628","20160626","1"
"GO201_1628","20160702","1"
"GO201_1628","20160703","1"
"GO201_1628","20160704","1"
"GO201_1628","20160709","1"
"GO201_1628","20160710","1"
"GO201_1628","20160716","1"
"GO201_1628","20160717","1"
"GO201_1628","20160723","1"
"GO201_1628","20160724","1"
"GO201_1628","20160730","1"
"GO201_1628","20160731","1"
"GO201_1628","20160806","1"
"GO201_1628","20160807","1"
"GO201_1628","20160813","1"
"GO201_1628","20160814","1"
"GO201_1628","20160820","1"
"GO201_1628","20160821","1"
"GO201_1628","20160827","1"
"GO201_1628","20160828","1"
"GO201_1628","20160903","1"
"GO201_1628","20160904","1"
"GO201_1628","20160905","1"
"GO201_1629","20160529","1"
"GO201_1629","20160530","1"
"GO201_1629","20160604","1"
"GO201_1629","20160605","1"
"GO201_1629","20160611","1"
"GO201_1629","20160612","1"
"GO201_1629","20160618","1"
"GO201_1629","20160619","1"
"GO201_1629","20160625","1"
"GO201_1629","20160626","1"
"GO201_1629","20160703","1"
"GO201_1629","20160704","1"
"GO201_1629","20160709","1"
"GO201_1629","20160710","1"
"GO201_1629","20160716","1"
"GO201_1629","20160717","1"
"GO201_1629","20160723","1"
"GO201_1629","20160724","1"
"GO201_1629","20160730","1"
"GO201_1629","20160731","1"
"GO201_1629","20160806","1"
"GO201_1629","20160807","1"
"GO201_1629","20160813","1"
"GO201_1629","20160814","1"
"GO201_1629","20160820","1"
"GO201_1629","20160821","1"
"GO201_1629","20160827","1"
"GO201_1629","20160828","1"
"GO201_1629","20160904","1"
"GO201_1629","20160905","1"
"GO201_1630","20160528","1"
"GO201_1630","20160604","1"
"GO201_1630","20160611","1"
"GO201_1630","20160618","1"
"GO201_1630","20160625","1"
"GO201_1630","20160702","1"
"GO201_1630","20160709","1"
"GO201_1630","20160716","1"
"GO201_1630","20160723","1"
"GO201_1630","20160730","1"
"GO201_1630","20160806","1"
"GO201_1630","20160813","1"
