"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"8","GO203_1665","GO203_16909","Atlantic Terminal","909","1","64"
"8","GO203_1665","GO203_16910","West Hempstead","910","0","61"
"8","GO203_1665","GO203_16911","Valley Stream","911","1","62"
"8","GO203_1665","GO203_16913","Valley Stream","913","1","62"
"8","GO203_1665","GO203_16950","West Hempstead","950","0","61"
"8","GO203_1665","GO203_16951","Valley Stream","951","1","62"
"8","GO203_1665","GO203_16952","West Hempstead","952","0","61"
"8","GO203_1665","GO203_16953","Atlantic Terminal","953","1","67"
"8","GO203_1665","GO203_16954","West Hempstead","954","0","61"
"12","GO203_1665","GO203_16955","Atlantic Terminal","955","1","68"
"8","GO203_1665","GO203_16956","West Hempstead","956","0","63"
"8","GO203_1665","GO203_16957","Jamaica","957","1","69"
"8","GO203_1665","GO203_16958","West Hempstead","958","0","63"
"8","GO203_1665","GO203_16959","Jamaica","959","1","69"
"8","GO203_1665","GO203_16960","West Hempstead","960","0","63"
"8","GO203_1665","GO203_16961","Valley Stream","961","1","62"
"8","GO203_1665","GO203_16962","West Hempstead","962","0","63"
"8","GO203_1665","GO203_16963","Jamaica","963","1","69"
"8","GO203_1665","GO203_16964","West Hempstead","964","0","70"
"8","GO203_1665","GO203_16966","West Hempstead","966","0","63"
"8","GO203_1665","GO203_16968","West Hempstead","968","0","61"
"8","GO203_1665","GO203_16970","West Hempstead","970","0","61"
"8","GO203_1665","GO203_16972","West Hempstead","972","0","61"
"1","GO203_1665","GO203_161001","Penn Station","1001","1","71"
"1","GO203_1665","GO203_161003","Penn Station","1003","1","71"
"1","GO203_1665","GO203_161005","Penn Station","1005","1","71"
"1","GO203_1665","GO203_161007","Penn Station","1007","1","72"
"1","GO203_1665","GO203_161009","Penn Station","1009","1","73"
"1","GO203_1665","GO203_161011","Atlantic Terminal","1011","1","74"
"1","GO203_1665","GO203_161013","Penn Station","1013","1","71"
"1","GO203_1665","GO203_161015","Penn Station","1015","1","73"
"1","GO203_1665","GO203_161017","Penn Station","1017","1","75"
"1","GO203_1665","GO203_161021","Penn Station","1021","1","76"
"1","GO203_1665","GO203_161050","Wantagh","1050","0","77"
"1","GO203_1665","GO203_161052","Massapequa Park","1052","0","78"
"1","GO203_1665","GO203_161054","Wantagh","1054","0","79"
"1","GO203_1665","GO203_161056","Wantagh","1056","0","79"
"1","GO203_1665","GO203_161060","Wantagh","1060","0","79"
"1","GO203_1665","GO203_161062","Seaford","1062","0","80"
"1","GO203_1665","GO203_161064","Wantagh","1064","0","79"
"1","GO203_1665","GO203_161066","Wantagh","1066","0","77"
"1","GO203_1665","GO203_161099","Penn Station","1099","1","76"
"1","GO203_1665","GO203_161101","Penn Station","1101","1","81"
"1","GO203_1665","GO203_161103","Penn Station","1103","1","81"
"1","GO203_1665","GO203_161105","Penn Station","1105","1","82"
"1","GO203_1665","GO203_161107","Penn Station","1107","1","82"
"1","GO203_1665","GO203_161152","Freeport","1152","0","83"
"1","GO203_1665","GO203_161154","Freeport","1154","0","83"
"1","GO203_1665","GO203_161156","Freeport","1156","0","83"
"1","GO203_1665","GO203_161158","Freeport","1158","0","83"
"10","GO203_1665","GO203_161203","Penn Station","1203","1","84"
"10","GO203_1665","GO203_161205","Penn Station","1205","1","84"
"10","GO203_1665","GO203_161233","Penn Station","1233","1","84"
"10","GO203_1613","GO203_161250","Hicksville","1250","0","85"
"10","GO203_166","GO203_161252","Hicksville","1252","0","85"
"10","GO203_1665","GO203_161256","Hicksville","1256","0","85"
"10","GO203_1665","GO203_161258","Hicksville","1258","0","85"
"10","GO203_1665","GO203_161260","Hicksville","1260","0","85"
"10","GO203_1665","GO203_161268","Hicksville","1268","0","85"
"12","GO203_1665","GO203_161353","Penn Station","1353","1","86"
"12","GO203_1665","GO203_161402","Jamaica","1402","0","87"
"12","GO203_1665","GO203_161453","Atlantic Terminal","1453","1","88"
"3","GO203_1665","GO203_161501","Penn Station","1501","1","89"
"10","GO203_1665","GO203_161601","Penn Station","1601","1","90"
"10","GO203_1665","GO203_161602","Huntington","1602","0","91"
"10","GO203_1665","GO203_161603","Penn Station","1603","1","90"
"10","GO203_1665","GO203_161604","Huntington","1604","0","91"
"10","GO203_1665","GO203_161605","Penn Station","1605","1","90"
"10","GO203_1665","GO203_161606","Huntington","1606","0","92"
"10","GO203_1665","GO203_161607","Penn Station","1607","1","90"
"10","GO203_1665","GO203_161608","Huntington","1608","0","91"
"10","GO203_1665","GO203_161609","Penn Station","1609","1","90"
"12","GO203_1665","GO203_161610","Jamaica","1610","0","93"
"10","GO203_1665","GO203_161611","Penn Station","1611","1","90"
"10","GO203_1665","GO203_161612","Huntington","1612","0","91"
"10","GO203_1665","GO203_161614","Huntington","1614","0","91"
"10","GO203_1665","GO203_161615","Penn Station","1615","1","90"
"10","GO203_1665","GO203_161616","Huntington","1616","0","91"
"10","GO203_1665","GO203_161617","Penn Station","1617","1","90"
"10","GO203_1665","GO203_161618","Huntington","1618","0","91"
"10","GO203_1665","GO203_161619","Atlantic Terminal","1619","1","94"
"10","GO203_1665","GO203_161620","Huntington","1620","0","91"
"10","GO203_1665","GO203_161621","Hunterspoint Avenue","1621","1","95"
"10","GO203_1665","GO203_161622","Huntington","1622","0","91"
"10","GO203_1665","GO203_161623","Penn Station","1623","1","90"
"10","GO203_1665","GO203_161625","Atlantic Terminal","1625","1","94"
"10","GO203_1665","GO203_161627","Penn Station","1627","1","96"
"10","GO203_1665","GO203_161629","Penn Station","1629","1","90"
"10","GO203_1665","GO203_161631","Penn Station","1631","1","90"
"10","GO203_1665","GO203_161633","Penn Station","1633","1","90"
"10","GO203_1665","GO203_161635","Penn Station","1635","1","90"
"10","GO203_1665","GO203_161637","Penn Station","1637","1","90"
"10","GO203_1665","GO203_161641","Penn Station","1641","1","90"
"10","GO203_1665","GO203_161701","Penn Station","1701","1","90"
"10","GO203_1665","GO203_161702","Huntington","1702","0","91"
"10","GO203_1665","GO203_161705","Penn Station","1705","1","90"
"10","GO203_1665","GO203_161706","Huntington","1706","0","91"
"10","GO203_1665","GO203_161707","Penn Station","1707","1","90"
"10","GO203_166","GO203_161708","Huntington","1708","0","91"
"10","GO203_1665","GO203_161709","Penn Station","1709","1","90"
"10","GO203_166","GO203_161710","Huntington","1710","0","91"
"10","GO203_1665","GO203_161712","Huntington","1712","0","91"
"10","GO203_1665","GO203_161713","Penn Station","1713","1","90"
"10","GO203_1665","GO203_161714","Huntington","1714","0","91"
"10","GO203_1665","GO203_161715","Penn Station","1715","1","90"
"10","GO203_1665","GO203_161716","Huntington","1716","0","91"
"10","GO203_1665","GO203_161717","Penn Station","1717","1","90"
"10","GO203_1665","GO203_161718","Huntington","1718","0","91"
"10","GO203_1665","GO203_161719","Penn Station","1719","1","90"
"10","GO203_1665","GO203_161721","Penn Station","1721","1","90"
"10","GO203_1665","GO203_161722","Huntington","1722","0","91"
"10","GO203_1665","GO203_161723","Penn Station","1723","1","90"
"10","GO203_1665","GO203_161724","Huntington","1724","0","91"
"10","GO203_1665","GO203_161725","Penn Station","1725","1","90"
"10","GO203_1665","GO203_161726","Huntington","1726","0","91"
"10","GO203_1665","GO203_161727","Penn Station","1727","1","90"
"10","GO203_1665","GO203_161728","Huntington","1728","0","97"
"10","GO203_1665","GO203_161729","Penn Station","1729","1","90"
"10","GO203_1665","GO203_161730","Huntington","1730","0","91"
"10","GO203_1665","GO203_161732","Huntington","1732","0","91"
"10","GO203_1665","GO203_161734","Huntington","1734","0","91"
"10","GO203_1665","GO203_161736","Huntington","1736","0","91"
"10","GO203_1665","GO203_161738","Huntington","1738","0","91"
"10","GO203_1665","GO203_161740","Huntington","1740","0","91"
"10","GO203_1665","GO203_161742","Huntington","1742","0","91"
"10","GO203_1665","GO203_161744","Huntington","1744","0","91"
"10","GO203_1665","GO203_161746","Huntington","1746","0","91"
"10","GO203_1665","GO203_161750","Huntington","1750","0","91"
"10","GO203_1665","GO203_161752","Huntington","1752","0","91"
"10","GO203_1665","GO203_161754","Huntington","1754","0","91"
"4","GO203_1665","GO203_162000","Ronkonkoma","2000","0","98"
"4","GO203_1665","GO203_162001","Penn Station","2001","1","99"
"4","GO203_1665","GO203_162002","Ronkonkoma","2002","0","98"
"4","GO203_1665","GO203_162003","Penn Station","2003","1","99"
"4","GO203_1665","GO203_162004","Ronkonkoma","2004","0","98"
"4","GO203_1665","GO203_162005","Penn Station","2005","1","99"
"4","GO203_1665","GO203_162006","Ronkonkoma","2006","0","98"
"4","GO203_1665","GO203_162007","Penn Station","2007","1","99"
"4","GO203_1665","GO203_162008","Ronkonkoma","2008","0","98"
"4","GO203_1665","GO203_162009","Penn Station","2009","1","99"
"4","GO203_1665","GO203_162010","Ronkonkoma","2010","0","98"
"4","GO203_1665","GO203_162011","Penn Station","2011","1","99"
"4","GO203_1665","GO203_162012","Ronkonkoma","2012","0","98"
"4","GO203_1665","GO203_162013","Penn Station","2013","1","99"
"4","GO203_1665","GO203_162014","Ronkonkoma","2014","0","98"
